"date","ticker","name","close","currency"
"09.03.2026","PEN.PR","Photon Energy",7.98,"CZK"
"10.03.2026","PEN.PR","Photon Energy",8,"CZK"
"11.03.2026","PEN.PR","Photon Energy",7.98,"CZK"
"12.03.2026","PEN.PR","Photon Energy",7.5,"CZK"
"13.03.2026","PEN.PR","Photon Energy",7.55,"CZK"
"16.03.2026","PEN.PR","Photon Energy",7.6,"CZK"
"17.03.2026","PEN.PR","Photon Energy",7.5,"CZK"
"18.03.2026","PEN.PR","Photon Energy",7.61,"CZK"
"19.03.2026","PEN.PR","Photon Energy",7.75,"CZK"
"20.03.2026","PEN.PR","Photon Energy",7.31,"CZK"
"23.03.2026","PEN.PR","Photon Energy",7.5,"CZK"
"24.03.2026","PEN.PR","Photon Energy",7.3,"CZK"
"25.03.2026","PEN.PR","Photon Energy",7.4,"CZK"
"26.03.2026","PEN.PR","Photon Energy",7.58,"CZK"
"27.03.2026","PEN.PR","Photon Energy",7.45,"CZK"
"30.03.2026","PEN.PR","Photon Energy",7.4,"CZK"
"31.03.2026","PEN.PR","Photon Energy",6.5,"CZK"
"01.04.2026","PEN.PR","Photon Energy",6.6,"CZK"
"02.04.2026","PEN.PR","Photon Energy",6.6,"CZK"
"07.04.2026","PEN.PR","Photon Energy",6.4,"CZK"
"08.04.2026","PEN.PR","Photon Energy",6.3,"CZK"
"09.04.2026","PEN.PR","Photon Energy",6.3,"CZK"
